CODE,Snomed,Loinc,Name,UZ,RU,EN,
cancr0005.00133,,,,"PMS2 (PMS1 homologi 2, nomuvofiqlikni tiklash tizimining komponenti) DNK nomuvofiqligini tuzatishda ishtirok etgan oqsil","PMS2 (PMS1 Homolog 2, Mismatch Repair System Component) Белок, участвующий в репарации несоответствий ДНК","PMS2 (PMS1 Homolog 2, Mismatch Repair System Component) A protein involved in DNA mismatch repair",
cancr0005.00134,,,,"POLD1 (DNK Polimeraza Delta 1, Katalitik Subbirlik) DNK polimeraza deltasining katalitik bo'linmasi DNKni ta'mirlash va replikatsiya qilishda ishtirok etadi","POLD1 (DNA Polymerase Delta 1, Catalytic Subunit) Каталитическая субъединица ДНК-полимеразы дельта, участвующая в репарации и репликации ДНК","POLD1 (DNA Polymerase Delta 1, Catalytic Subunit) The catalytic subunit of DNA polymerase delta involved in DNA repair and replication",
cancr0005.00135,,,,"POLE (DNK Polimeraza Epsilon, Katalitik Subbirlik) DNK polimeraza epsilonning katalitik bo'linmasi DNKni tiklash va replikatsiya qilishda ishtirok etadi","POLE (DNA Polymerase Epsilon, Catalytic Subunit) Каталитическая субъединица ДНК-полимеразы эпсилон, участвующая в репарации и репликации ДНК","POLE (DNA Polymerase Epsilon, Catalytic Subunit) The catalytic subunit of DNA polymerase epsilon involved in DNA repair and replication",
cancr0005.00136,,,,POLH (DNK polimeraza Eta) DNK polimeraza translatsiya sintezida ishtirok etadi,"POLH (DNA Polymerase Eta) ДНК-полимераза, участвующая в трансляционной синтезе",POLH (DNA Polymerase Eta) DNA polymerase involved in translational synthesis,
cancr0005.00137,,,,POT1 (Telomerlarni himoya qilish 1) Telomerlarni parchalanishdan himoya qiluvchi va ularning uzunligini saqlashda ishtirok etadigan oqsil.,"POT1 (Protection Of Telomeres 1) Белок, защищающий теломеры от деградации и участвующий в поддержании их длины",POT1 (Protection Of Telomeres 1) A protein that protects telomeres from degradation and is involved in maintaining their length,
cancr0005.00138,,,,PRF1 (Perforin 1) maqsadli hujayralarning lizisini keltirib chiqaradigan hujayra immunitetida ishtirok etadigan oqsil.,"PRF1 (Perforin 1) Белок, участвующий в клеточном иммунитете, вызывая лизис клеток-мишеней.","PRF1 (Perforin 1) A protein involved in cellular immunity, causing lysis of target cells.",
cancr0005.00139,,,,PRKAR1A (Protein kinazasi CAMP-ga bog'liq bo'lgan I turdagi tartibga soluvchi subbirlik alfa) Protein kinaz turli xil hujayra jarayonlarida ishtirok etadigan tartibga soluvchi subbirlik.,"PRKAR1A (Protein Kinase CAMP-Dependent Type I Regulatory Subunit Alpha) Регуляторная субъединица протеинкиназы A, участвующая в различных клеточных процессах","PRKAR1A (Protein Kinase CAMP-Dependent Type I Regulatory Subunit Alpha) Regulatory subunit of protein kinase A, involved in various cellular processes",
cancr0005.00140,,,,"PRSS1 (Proteaz, Serin 1) Tripsinogen, oshqozon osti bezi fermenti","PRSS1 (Protease, Serine 1) Трипсиноген, фермент поджелудочной железы","PRSS1 (Protease, Serine 1) Trypsinogen, a pancreatic enzyme",
cancr0005.00141,,,,PTCH1 (Yamalgan 1) Kirpi signalizatsiyasida ishtirok etgan o'simta bostiruvchi oqsil,"PTCH1 (Patched 1) Белок-супрессор опухолей, участвующий в сигнализации Hedgehog",PTCH1 (Patched 1) Tumor suppressor protein involved in Hedgehog signaling,
cancr0005.00142,,,,PTCH2 (Yamalgan 2) PTCH1 ga o'xshash protein Kirpi signalizatsiyasida ishtirok etadi,"PTCH2 (Patched 2) Белок, аналогичный PTCH1, участвующий в сигнализации Hedgehog","PTCH2 (Patched 2) Protein similar to PTCH1, involved in Hedgehog signaling",
cancr0005.00143,,,,PTEN (fosfataza va tensin homologi) Hujayra o'sishi va omon qolishini tartibga solishda rol o'ynaydigan fosfataza.,"PTEN (Phosphatase And Tensin Homolog) Фосфатаза, играющая роль в регуляции клеточного роста и выживания.",PTEN (Phosphatase And Tensin Homolog) Phosphatase that plays a role in regulating cell growth and survival.,
cancr0005.00144,,,,PTPN11 (11-toifali protein tirozin fosfataza retseptorlari bo'lmagan) fosfataza hujayra o'sishi va differentsiatsiya signalizatsiya yo'llarida ishtirok etadi,"PTPN11 (Protein Tyrosine Phosphatase Non-Receptor Type 11) Фосфатаза, участвующая в сигнальных путях роста и дифференцировки клеток",PTPN11 (Protein Tyrosine Phosphatase Non-Receptor Type 11) Phosphatase involved in cell growth and differentiation signaling pathways,
cancr0005.00145,,,,RAD50 (RAD50 Double Strand Break Repair Protein) Ikki zanjirli DNK uzilishlarini tiklash va genomik barqarorlikni saqlashda ishtirok etadigan oqsil.,"RAD50 (RAD50 Double Strand Break Repair Protein)Белок, участвующий в репарации двухцепочечных разрывов ДНК и поддержании геномной стабильности.",RAD50 (RAD50 Double Strand Break Repair Protein) A protein involved in the repair of double-strand DNA breaks and maintaining genomic stability.,
cancr0005.00146,,,,RAD51 (RAD51 rekombinaz) Gomologik rekombinatsiya va DNKni tiklashda ishtirok etadigan oqsil.,"RAD51 (RAD51 Recombinase) Белок, участвующий в гомологичной рекомбинации и репарации ДНК.",RAD51 (RAD51 Recombinase) A protein involved in homologous recombination and DNA repair.,
cancr0005.00147,,,,RAD51C (RAD51 Paralog C) Gomologik rekombinatsiya va DNKni tiklashda ishtirok etadigan oqsil.,"RAD51C (RAD51 Paralog C) Белок, участвующий в гомологичной рекомбинации и репарации ДНК.",RAD51C (RAD51 Paralog C) A protein involved in homologous recombination and DNA repair.,
cancr0005.00148,,,,RAD51D (RAD51 Paralog D) Gomologik rekombinatsiya va DNKni tiklashda ishtirok etadigan oqsil.,"RAD51D (RAD51 Paralog D) Белок, участвующий в гомологичной рекомбинации и репарации ДНК.",RAD51D (RAD51 Paralog D) A protein involved in homologous recombination and DNA repair.,
cancr0005.00149,,,,"RAF1 (Raf-1 proto-onkogen, serin/treonin kinaz) kinaz hujayra o'sishi va differentsiatsiyasini tartibga solishda ishtirok etadi.","RAF1 (Raf-1 Proto-Oncogene, Serine/Threonine Kinase) Киназа, участвующая в регуляции клеточного роста и дифференцировки.","RAF1 (Raf-1 Proto-Oncogene, Serine/Threonine Kinase) A kinase involved in the regulation of cell growth and differentiation.",
cancr0005.00150,,,,RASAL1 (RAS Protein faollashtiruvchisi kabi) Ras signalizatsiya yo'llarini salbiy tartibga soluvchi protein,"RASAL1 (RAS Protein Activator Like 1) Белок, негативно регулирующий сигнальные пути Ras",RASAL1 (RAS Protein Activator Like 1) A protein that negatively regulates Ras signaling pathways,
cancr0005.00151,,,,RB1 (RB Transkripsiyali Korepressor 1) Hujayra siklini tartibga soluvchi o'simta bostiruvchi oqsil.,"RB1 (RB Transcriptional Corepressor 1) Белок-супрессор опухолей, регулирующий клеточный цикл.",RB1 (RB Transcriptional Corepressor 1) A tumor suppressor protein that regulates the cell cycle.,
cancr0005.00152,,,,RECQL (RecQ Like Helicase) Helikaz DNKni tiklash va genomik barqarorlikni saqlashda ishtirok etadi,"RECQL (RecQ Like Helicase) Геликаза, участвующая в репарации ДНК и поддержании геномной стабильности",RECQL (RecQ Like Helicase) A helicase involved in DNA repair and maintaining genomic stability,
cancr0005.00153,,,,RECQL4 (RecQ Like Helicase 4) Helikaz DNKni tiklashda ishtirok etadi,"RECQL4 (RecQ Like Helicase 4) Геликаза, участвующая в репарации ДНК",RECQL4 (RecQ Like Helicase 4) A helicase involved in DNA repair,
cancr0005.00154,,,,REST (RE1 o'chirish transkripsiya faktori) asab tizimi uchun muhim genlar ifodasini tartibga soluvchi transkripsiya omili,"REST (RE1 Silencing Transcription Factor) Транскрипционный фактор, регулирующий экспрессию генов, важных для нервной системы",REST (RE1 Silencing Transcription Factor) A transcription factor that regulates the expression of genes important for the nervous system,
cancr0005.00155,,,,RET (Ret proto-onkogen) tirozin kinaz retseptorlari asab tizimi va buyraklar rivojlanishida ishtirok etadi.,"RET (Ret Proto-Oncogene) Рецептор тирозинкиназы, участвующий в развитии нервной системы и почек.",RET (Ret Proto-Oncogene) A tyrosine kinase receptor involved in the development of the nervous system and kidneys.,
cancr0005.00156,,,,RHBDF2 (Rhomboid 5 Gomolog 2) Yallig'lanish reaktsiyasini va yarani davolashni tartibga solishda ishtirok etadigan oqsil.,"RHBDF2 (Rhomboid 5 Homolog 2) Белок, участвующий в регуляции воспалительного ответа и заживлении ран.",RHBDF2 (Rhomboid 5 Homolog 2) A protein involved in the regulation of the inflammatory response and wound healing.,
cancr0005.00157,,,,RINT1 (RAD50 Interactor 1) DNKni tiklash va genomik barqarorlikni saqlashda ishtirok etadigan oqsil.,"RINT1 (RAD50 Interactor 1) Белок, участвующий в репарации ДНК и поддержании геномной стабильности.",RINT1 (RAD50 Interactor 1) A protein involved in DNA repair and maintenance of genomic stability.,
cancr0005.00158,,,,RNASEL (ribonukleaz L) Endonukleaz antiviral javobda ishtirok etadi,"RNASEL (Ribonuclease L) Эндонуклеаза, участвующая в антивирусном ответе",RNASEL (Ribonuclease L) An endonuclease involved in the antiviral response,
cancr0005.00159,,,,"RNF43 (Ring Finger Protein 43) E3 ubiquitin ligaza oqsili bo'lib, Wnt signalizatsiya yo'lini tartibga solishda ishtirok etadi.","RNF43 (Ring Finger Protein 43) E3-убиквитинлигазный белок, участвующий в регуляции сигнального пути Wnt.",RNF43 (Ring Finger Protein 43) An E3-ubiquitin ligase protein involved in the regulation of the Wnt signaling pathway.,
cancr0005.00160,,,,RPS20 (Ribosomal Protein S20) Protein ribosoma biogenezida ishtirok etadi,"RPS20 (Ribosomal Protein S20) Белок, участвующий в биогенезе рибосом",RPS20 (Ribosomal Protein S20) A protein involved in ribosome biogenesis,
cancr0005.00161,,,,RRAS (Related RAS Viral (R-Ras) onkogen homologi) Hujayra o'sishi va differentsiatsiyasini tartibga solishda ishtirok etadigan oqsil.,"RRAS (Related RAS Viral (R-Ras) Oncogene Homolog) Белок, участвующий в регуляции клеточного роста и дифференцировки.",RRAS (Related RAS Viral (R-Ras) Oncogene Homolog) A protein involved in the regulation of cell growth and differentiation.,
cancr0005.00162,,,,RTEL1 (Telomer cho'zilishi helikazining regulyatori 1) Helikaz telomer uzunligi va DNKni ta'mirlashda ishtirok etadi.,"RTEL1 (Regulator Of Telomere Elongation Helicase 1) Геликаза, участвующая в поддержании теломерной длины и репарации ДНК.",RTEL1 (Regulator Of Telomere Elongation Helicase 1) A helicase involved in the maintenance of telomere length and DNA repair.,
cancr0005.00163,,,,RUNX1 (Runt bilan bog'liq transkripsiya omili 1) gematopoetik tizimning rivojlanishida muhim rol o'ynaydigan transkripsiya omili,"RUNX1 (Runt-Related Transcription Factor 1) Транскрипционный фактор, играющий важную роль в развитии кроветворной системы",RUNX1 (Runt-Related Transcription Factor 1) A transcription factor that plays an important role in the development of the hematopoietic system,
cancr0005.00164,,,,Hujayra o'sishi va ko'payishini tartibga solishda ishtirok etadigan SAMD9L (9-o'xshash Steril Alpha Motif Domeni) oqsili,"SAMD9L (Sterile Alpha Motif Domain Containing 9-Like) Белок, участвующий в регуляции роста и пролиферации клеток",SAMD9L (Sterile Alpha Motif Domain Containing 9-Like) A protein involved in the regulation of cell growth and proliferation,
cancr0005.00165,,,,SBDS (Shvachman-Bodian-Diamond sindromi) ribosoma biogenezi va hujayra o'sishida ishtirok etadigan oqsil,"SBDS (Shwachman-Bodian-Diamond Syndrome)Белок, участвующий в биогенезе рибосом и клеточном росте",SBDS (Shwachman-Bodian-Diamond Syndrome)A protein involved in ribosome biogenesis and cell growth,
cancr0005.00166,,,,SCG5 (Secretogranin V) Neyropeptidlar va gormonlarni qayta ishlash va saralashda ishtirok etadigan oqsil.,"SCG5 (Secretogranin V)Белок, участвующий в процессинге и сортировке нейропептидов и гормонов.",SCG5 (Secretogranin V)A protein involved in the processing and sorting of neuropeptides and hormones.,
